path,kind,bytes,loc
.agent/reports/freeze-shadow-guarded-ready-summary.json,.json,0,0
.agent/reports/item-projection-after-final-shadow-dry-run.json,.json,898,34
.agent/reports/item-projection-backfill-dry-run.json,.json,1317,48
.agent/reports/item-projection-backfill-execute.json,.json,1317,48
.agent/reports/item-projection-certification-dry-run.json,.json,6447,216
.agent/reports/item-projection-certification-execute-final-gate.json,.json,3784,125
.agent/reports/item-projection-certification-execute.json,.json,6451,216
.agent/reports/item-projection-certification-postcheck-dry-run.json,.json,475,18
.agent/reports/item-projection-dryrun-post-baseline-fix.json,.json,2998,104
.agent/reports/item-projection-final-dry-run.json,.json,898,34
.agent/reports/item-projection-final-execute.json,.json,898,34
.agent/reports/item-projection-moving-data-execute.json,.json,898,34
.agent/reports/item-projection-rebuild-post-guard-dry-run.json,.json,2408,62
.agent/reports/item-projection-rebuild-post-guard-rerun.json,.json,2407,62
.agent/reports/item-projection-rebuild-post-guard.json,.json,2411,63
.agent/reports/item-projection-repair-post-writepath.json,.json,2354,73
.agent/reports/item-projection-repair.json,.json,475,18
.agent/reports/item-projection-stage2-mixed-dry-run.json,.json,3450,117
.agent/reports/item-projection-stage2-mixed-execute.json,.json,5134,173
.agent/reports/mixed-traffic-test-result.json,.json,238,5
.agent/reports/orphan-reconciliation-discovery-dry-run.json,.json,1498,51
.agent/reports/orphan-reconciliation-dry-run.json,.json,1907,61
.agent/reports/orphan-reconciliation.json,.json,7651,188
.agent/reports/post-backfill-shadow-final-summary.json,.json,87399,3964
.agent/reports/post-backfill-shadow-summary.json,.json,84038,3868
.agent/reports/projection-alert-scenarios.json,.json,1095,11
.agent/reports/projection-full-rebuild-writepath.json,.json,104,5
.agent/reports/projection-gate-recovery-window-validation.json,.json,1180,9
.agent/reports/projection-guard-item-repair.json,.json,11333,377
.agent/reports/projection-guard-parity.json,.json,3723,138
.agent/reports/projection-guard-session-repair.json,.json,17744,528
.agent/reports/projection-guard-verification.json,.json,659,25
.agent/reports/projection-parity-after-canary-smoke.json,.json,1973,72
.agent/reports/projection-parity-after-force-drift.json,.json,2490,91
.agent/reports/projection-parity-after-item-backfill.json,.json,2604,97
.agent/reports/projection-parity-after-status-order-fix.json,.json,3432,128
.agent/reports/projection-parity-before-last-shadow.json,.json,2974,109
.agent/reports/projection-parity-certification-post-final-repair.json,.json,2496,91
.agent/reports/projection-parity-certification-post-repair.json,.json,2490,91
.agent/reports/projection-parity-certification.json,.json,3258,122
.agent/reports/projection-parity-end-state.json,.json,3802,140
.agent/reports/projection-parity-final-after-stale.json,.json,2490,91
.agent/reports/projection-parity-final-runtime-restored.json,.json,2490,91
